3.03 0.006 0.005 0.021 0.133
3.06 0.020 0.010 0.007 0.110
3.08 0.010 0.005 0.003 0.111
3.11 0.003 0.002 0.012 0.084
3.14 0.015 0.015 0.041 0.093
3.17 0.011 0.012 0.022 0.068
3.19 0.006 0.016 0.009 0.087
3.22 0.002 0.012 0.005 0.085
3.25 0.014 0.006 0.006 0.083
3.28 0.010 0.017 0.003 0.090
3.31 0.007 0.017 0.004 0.068
3.33 0.006 0.002 0.006 0.078
3.36 0.005 0.017 0.008 0.072
3.39 0.018 0.008 0.005 0.079
3.42 0.001 0.008 0.004 0.056
3.44 0.001 0.004 0.009 0.071
3.47 0.017 0.006 0.010 0.088
3.50 0.003 0.005 0.006 0.056
3.53 0.000 0.007 0.013 0.054
3.56 0.016 0.013 0.007 0.072
3.58 0.014 0.005 0.009 0.053
3.61 0.005 0.010 0.011 0.050
3.64 0.006 0.019 0.006 0.054
3.67 0.001 0.005 0.006 0.051
3.69 0.006 0.008 0.004 0.056
3.72 0.003 0.008 0.008 0.047
3.75 0.001 0.000 0.002 0.064
3.78 0.006 0.035 0.005 0.049
3.81 0.005 0.004 0.008 0.056
3.83 0.022 0.012 0.006 0.047
3.86 0.008 0.002 0.000 0.048
3.89 0.019 0.016 0.003 0.055
3.92 0.010 0.000 0.012 0.061
3.94 0.005 0.003 0.008 0.047
3.97 0.029 0.003 0.002 0.037
4.00 0.012 0.003 0.011 0.046
4.03 0.011 0.007 0.001 0.040
4.06 0.012 0.005 0.003 0.044
4.08 0.000 0.011 0.002 0.057
4.11 0.025 0.011 0.014 0.039
4.14 0.017 0.004 0.001 0.048
4.17 0.008 0.006 0.005 0.044
4.19 0.003 0.007 0.015 0.025
4.22 0.006 0.001 0.002 0.040
4.25 0.000 0.017 0.000 0.018
4.28 0.000 0.017 0.011 0.036
4.31 0.002 0.006 0.009 0.034
4.33 0.003 0.002 0.001 0.056
4.36 0.021 0.002 0.013 0.048
4.39 0.002 0.001 0.003 0.034
4.42 0.008 0.004 0.010 0.019
4.44 0.005 0.007 0.015 0.028
4.47 0.000 0.005 0.013 0.034
4.50 0.001 0.005 0.013 0.036
4.53 0.002 0.009 0.010 0.004
4.56 0.001 0.025 0.005 0.028
4.58 0.006 0.013 0.005 0.008
4.61 0.009 0.015 0.009 0.018
4.64 0.001 0.010 0.021 0.014
4.67 0.008 0.001 0.000 0.022
4.69 0.001 0.006 0.011 0.028
4.72 0.018 0.000 0.002 0.022
4.75 0.014 0.003 0.003 0.034
4.78 0.003 0.005 0.010 0.021
4.81 0.018 0.011 0.004 0.030
4.83 0.008 0.017 0.000 0.016
4.86 0.003 0.000 0.007 0.024
4.89 0.008 0.008 0.007 0.011
4.92 0.008 0.016 0.014 0.019
4.94 0.011 0.006 0.008 0.020
4.97 0.010 0.015 0.002 0.028
5.00 0.006 0.003 0.009 0.013
5.03 0.003 0.006 0.004 0.029
5.06 0.004 0.001 0.011 0.006
5.08 0.009 0.007 0.008 0.016
5.11 0.003 0.003 0.008 0.008
5.14 0.008 0.012 0.010 0.005
5.17 0.001 0.000 0.010 0.011
5.19 0.005 0.006 0.017 0.029
5.22 0.000 0.013 0.018 0.024
5.25 0.011 0.010 0.006 0.024
5.28 0.006 0.000 0.018 0.043
5.31 0.008 0.005 0.016 0.013
5.33 0.001 0.010 0.010 0.011
5.36 0.004 0.011 0.002 0.010
5.39 0.002 0.014 0.000 0.008
5.42 0.004 0.002 0.013 0.008
5.44 0.009 0.008 0.011 0.024
5.47 0.004 0.001 0.008 0.000
5.50 0.009 0.001 0.007 0.013
5.53 0.009 0.000 0.017 0.013
5.56 0.012 0.003 0.005 0.007
5.58 0.017 0.005 0.017 0.018
5.61 0.003 0.011 0.007 0.026
5.64 0.004 0.003 0.020 0.005
5.67 0.000 0.010 0.003 0.012
5.69 0.008 0.000 0.003 0.020
5.72 0.013 0.004 0.002 0.006
5.75 0.008 0.006 0.004 0.007
5.78 0.023 0.015 0.002 0.004
5.81 0.005 0.004 0.017 0.005
5.83 0.003 0.023 0.012 0.021
5.86 0.021 0.007 0.014 0.023
5.89 0.009 0.008 0.001 0.009
5.92 0.006 0.009 0.002 0.003
5.94 0.005 0.007 0.005 0.033
5.97 0.021 0.005 0.024 0.025
6.00 0.006 0.002 0.001 0.001
6.03 0.004 0.013 0.011 0.004
6.06 0.003 0.017 0.005 0.002
6.08 0.012 0.005 0.015 0.002
6.11 0.021 0.001 0.004 0.002
6.14 0.001 0.008 0.012 0.022
6.17 0.011 0.003 0.001 0.019
6.19 0.002 0.012 0.002 0.005
6.22 0.014 0.002 0.005 0.012
6.25 0.000 0.002 0.002 0.012
6.28 0.008 0.031 0.004 0.012
6.31 0.009 0.010 0.001 0.002
6.33 0.018 0.008 0.014 0.013
6.36 0.002 0.002 0.005 0.007
6.39 0.008 0.004 0.010 0.021
6.42 0.002 0.012 0.004 0.008
6.44 0.012 0.014 0.010 0.000
6.47 0.008 0.001 0.003 0.017
6.50 0.006 0.006 0.008 0.012
6.53 0.017 0.006 0.002 0.013
6.56 0.007 0.011 0.008 0.025
6.58 0.012 0.013 0.005 0.029
6.61 0.001 0.001 0.003 0.001
6.64 0.010 0.000 0.002 0.018
6.67 0.004 0.006 0.011 0.010
6.69 0.006 0.004 0.008 0.011
6.72 0.012 0.005 0.015 0.009
6.75 0.005 0.016 0.006 0.008
6.78 -0.007 0.000 0.001 -0.004
6.81 -0.012 -0.018 -0.002 0.001
6.83 0.016 0.001 0.007 -0.011
6.86 0.008 -0.007 0.020 -0.004
6.89 0.005 0.009 -0.003 0.014
6.92 0.000 0.003 0.011 -0.006
6.94 0.005 -0.009 0.008 -0.001
