4.78 -0.074 0.064 0.014 0.002
4.81 0.022 0.020 -0.020 0.014
4.83 -0.003 0.033 0.024 0.061
4.86 -0.071 0.063 0.047 0.012
4.89 -0.029 0.010 -0.008 -0.069
4.92 0.034 0.008 -0.022 0.018
4.94 -0.027 0.025 0.050 0.076
4.97 0.026 0.035 -0.018 -0.018
5.00 0.098 -0.044 0.041 0.010
5.03 -0.007 0.042 0.008 0.027
5.06 -0.077 -0.011 0.071 0.001
5.08 -0.138 -0.012 -0.007 0.145
5.11 0.000 0.028 0.084 -0.012
5.14 -0.020 0.044 0.026 0.052
5.17 0.047 0.057 -0.021 0.111
5.19 0.034 0.026 -0.025 0.045
5.22 -0.072 -0.010 0.053 0.071
5.25 0.125 -0.065 0.035 0.074
5.28 -0.010 -0.007 -0.114 0.019
5.31 -0.066 -0.021 0.073 -0.046
5.33 -0.094 -0.075 0.063 0.060
5.36 -0.019 -0.039 0.044 0.074
5.39 -0.030 -0.049 -0.042 0.016
5.42 0.154 0.088 -0.037 -0.023
5.44 -0.059 0.057 0.071 0.031
5.47 -0.006 0.006 0.024 -0.058
5.50 0.088 -0.008 -0.099 0.023
5.53 0.025 -0.014 -0.049 -0.078
5.56 0.007 0.021 -0.058 -0.051
5.58 -0.008 -0.004 -0.058 0.066
5.61 -0.030 -0.020 -0.025 -0.050
5.64 -0.114 0.014 -0.042 -0.091
5.67 -0.039 -0.075 0.040 0.053
5.69 0.065 0.045 -0.039 -0.074
5.72 0.026 -0.089 -0.058 0.033
5.75 0.070 -0.013 -0.055 -0.070
5.78 0.024 -0.007 -0.044 0.040
5.81 -0.067 0.038 0.064 -0.074
5.83 -0.051 -0.060 -0.142 -0.003
5.86 -0.008 -0.011 -0.004 0.009
5.89 0.021 -0.049 -0.025 0.026
5.92 0.036 0.015 -0.031 0.042
5.94 0.076 0.064 -0.047 -0.089
5.97 0.097 0.047 -0.019 0.093
6.00 0.094 0.047 -0.083 0.019
6.03 0.038 -0.041 -0.025 0.022
6.06 0.038 0.035 -0.007 -0.018
6.08 -0.045 0.008 -0.003 -0.003
6.11 -0.016 -0.029 0.011 0.029
6.14 0.018 -0.098 -0.063 0.109
6.17 0.024 0.043 0.152 0.022
6.19 0.014 -0.024 -0.014 -0.063
6.22 0.024 -0.131 -0.023 0.016
6.25 -0.018 -0.021 0.063 0.027
6.28 0.017 -0.081 -0.082 0.019
6.31 -0.024 -0.004 0.018 0.059
6.33 0.016 0.004 -0.013 0.015
6.36 0.007 0.084 -0.012 0.040
6.39 -0.034 -0.102 0.057 0.036
6.42 0.008 0.000 0.034 -0.083
6.44 -0.027 0.050 -0.075 0.025
6.47 0.041 -0.005 0.032 -0.012
6.50 0.001 0.102 0.071 -0.024
6.53 -0.137 0.015 -0.005 -0.058
6.56 -0.030 -0.012 0.040 -0.002
6.58 0.086 0.056 0.059 -0.065
6.61 0.078 -0.048 -0.047 -0.007
6.64 0.086 0.051 -0.048 -0.012
6.67 0.002 -0.004 0.073 0.039
6.69 -0.062 -0.014 0.011 -0.014
6.72 -0.105 -0.021 -0.004 -0.018
6.75 0.026 0.043 0.000 0.011
6.78 0.055 0.019 0.117 -0.027
6.81 0.038 -0.064 0.102 -0.054
6.83 -0.004 -0.003 -0.027 0.006
6.86 -0.087 0.036 0.126 0.012
6.89 0.122 -0.028 -0.078 0.009
6.92 0.043 -0.013 -0.009 0.082
6.94 -0.033 -0.056 0.019 -0.054
